Class Time;Attendance Status;Stress Level (GSR);Sleep Hours;Anxiety Level;Mood Score;Risk Level;pre1;pre2;pre3;pre4;pre5;pre6;pre7;pre8;pre9;pre10;pre11;pre12;pre13;pre14;pre15
22:00:00;Absent;0.64;5.7;9;9;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Absent;3.37;6.4;8;5;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);No stress;Below Average
20:00:00;Absent;0.64;6.3;8;2;High;Graduate student;Female;Every night;6-7 hours;Often (5-6 times a week);Very good;Often;Often;Rarely (1-2 times a month);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Present;3.66;8.2;7;7;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Sometimes;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Absent;1.1;5.9;9;5;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Always;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Every day;High stress;Below Average
21:00:00;Present;1.96;8.5;2;8;Low;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Poor;Often;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Late;0.85;7.3;1;5;Low;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Good;Always;Often;Often (3-4 times a week);Moderate impact;Every night;Every day;Every day;High stress;Below Average
20:00:00;Present;3.38;6.4;5;2;Medium;Graduate student;Female;Often (5-6 times a week);7-8 hours;Every night;Poor;Always;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Every day;Often (5-6 times a week);Extremely high stress;Excellent
20:00:00;Late;1.85;6.3;7;10;Low;Third year;Male;Every night;7-8 hours;Sometimes (3-4 times a week);Poor;Sometimes;Sometimes;Always;Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Below Average
18:00:00;Present;1.15;7.8;9;1;Medium;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Late;2.32;5.7;6;7;Low;Second year;Male;Every night;7-8 hours;Often (5-6 times a week);Poor;Always;Always;Always;Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Late;4.97;5.5;6;10;High;Graduate student;Male;Sometimes (3-4 times a week);7-8 hours;Every night;Poor;Often;Often;Often (3-4 times a week);Severe impact;Every night;Rarely (1-2 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Present;4.4;7.6;6;1;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Poor;Often;Often;Always;Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
17:00:00;Present;0.74;6.5;5;8;Low;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Average;Always;Always;Always;Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
22:00:00;Absent;1.71;8.1;1;1;High;Third year;Female;Often (5-6 times a week);More than 8 hours;Every night;Good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Present;1.14;8.3;7;2;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Very poor;Always;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Late;1.73;6.6;8;4;Medium;Graduate student;Female;Every night;More than 8 hours;Every night;Very poor;Always;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Below Average
20:00:00;Absent;2.03;6.1;8;10;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Late;4.89;5.9;6;10;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Late;3.87;6.2;7;1;High;Graduate student;Female;Every night;7-8 hours;Every night;Average;Rarely;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
17:00:00;Present;3.73;5.3;1;9;High;Graduate student;Male;Every night;7-8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Low stress;Below Average
18:00:00;Absent;0.62;5.8;3;3;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Always;Often;Often (3-4 times a week);Severe impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;High stress;Below Average
17:00:00;Present;1.98;8.6;8;3;Medium;Graduate student;Female;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Good;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Absent;1.01;8;8;7;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Sometimes;Always;Sometimes (1-2 times a week);Major impact;Sometimes (3-4 times a week);Every day;Every day;Extremely high stress;Below Average
20:00:00;Present;3.51;7.7;1;6;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Moderate impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Present;1.93;6.8;10;1;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Sometimes;Often;Often (3-4 times a week);Major impact;Every night;Rarely (1-2 times a week);Often (5-6 times a week);High stress;Poor
15:00:00;Present;0.62;6.3;9;5;Medium;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Every night;Very good;Sometimes;Often;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Every day;Every day;High stress;Poor
17:00:00;Absent;4.97;7.5;5;2;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Sometimes;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Present;3.7;5.8;7;9;High;Third year;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Rarely (1-2 times a week);Every day;Often (5-6 times a week);Extremely high stress;Below Average
20:00:00;Absent;1.81;6.5;2;4;High;Graduate student;Male;Every night;7-8 hours;Sometimes (3-4 times a week);Very good;Often;Often;Always;Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Average
22:00:00;Late;4.12;8.5;10;10;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Poor;Often;Often;Always;Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Below Average
20:00:00;Present;1.62;5.1;5;5;Low;Third year;Male;Rarely (1-2 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Always;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Present;4.26;7.8;2;5;High;Graduate student;Male;Every night;More than 8 hours;Never;Poor;Often;Often;Often (3-4 times a week);Minor impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Late;4.65;5.7;2;4;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Poor;Often;Often;Often (3-4 times a week);Severe impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Below Average
19:00:00;Absent;3.01;8.7;3;9;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Good;Often;Often;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Late;3.67;6.9;6;8;High;Graduate student;Male;Every night;More than 8 hours;Every night;Poor;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
16:00:00;Absent;1.25;5.7;6;1;High;Graduate student;Male;Every night;7-8 hours;Every night;Good;Sometimes;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Absent;3.52;6.1;2;10;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Often;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Average
21:00:00;Late;2.99;7;3;10;Low;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Good;Always;Sometimes;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Present;3.31;6.6;4;4;Low;Third year;Male;Every night;7-8 hours;Every night;Good;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
21:00:00;Present;1.53;7.1;5;10;Low;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Absent;4.39;6.6;7;9;High;Second year;Female;Every night;7-8 hours;Sometimes (3-4 times a week);Poor;Always;Always;Always;Severe impact;Often (5-6 times a week);Sometimes (3-4 times a week);Every day;Extremely high stress;Below Average
22:00:00;Absent;0.82;6.4;6;6;High;Graduate student;Male;Every night;7-8 hours;Every night;Poor;Always;Always;Always;Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Poor
15:00:00;Late;2.88;6.7;8;1;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Often;Often (3-4 times a week);Major impact;Every night;Every day;Sometimes (3-4 times a week);Extremely high stress;Below Average
16:00:00;Absent;4.98;6.4;7;3;High;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Every day;High stress;Excellent
18:00:00;Present;3.86;5.8;9;4;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Sometimes (1-2 times a week);Major impact;Every night;Every day;Often (5-6 times a week);High stress;Excellent
18:00:00;Late;2.88;5.1;1;8;Low;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Sometimes;Sometimes;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Late;4.73;7;5;8;High;Third year;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Average;Sometimes;Sometimes;Always;Major impact;Often (5-6 times a week);Every day;Every day;High stress;Below Average
17:00:00;Present;0.65;7.2;5;6;Low;Graduate student;Female;Often (5-6 times a week);7-8 hours;Every night;Poor;Always;Often;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Every day;Every day;Low stress;Average
21:00:00;Late;1.74;6.9;6;5;Low;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Sometimes;Always;Severe impact;Every night;Every day;Often (5-6 times a week);High stress;Below Average
17:00:00;Absent;0.54;6.8;5;3;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Always;Often;Always;Moderate impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Absent;4.64;7.9;6;9;High;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Often;Always;Severe impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Late;4.92;5.3;8;2;High;Third year;Male;Every night;More than 8 hours;Every night;Very good;Often;Often;Often (3-4 times a week);Minor impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Low stress;Average
21:00:00;Absent;4.76;7.4;5;8;High;Third year;Male;Often (5-6 times a week);6-7 hours;Every night;Average;Often;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Late;3.32;7.1;10;9;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Severe impact;Every night;Every day;Sometimes (3-4 times a week);High stress;Below Average
16:00:00;Late;1.76;7.3;3;10;Low;Second year;Female;Every night;7-8 hours;Every night;Poor;Often;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
21:00:00;Late;2.24;5.7;2;10;Low;Graduate student;Male;Every night;More than 8 hours;Every night;Good;Sometimes;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
17:00:00;Present;1.25;5.4;1;9;Low;Third year;Male;Every night;7-8 hours;Every night;Very poor;Always;Often;Often (3-4 times a week);Severe impact;Every night;Every day;Every day;Extremely high stress;Excellent
19:00:00;Absent;2.64;5.9;4;6;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Very good;Often;Sometimes;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
19:00:00;Present;4.07;5;6;4;High;Graduate student;Male;Sometimes (3-4 times a week);More than 8 hours;Every night;Very poor;Always;Sometimes;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Every day;High stress;Poor
19:00:00;Late;2.7;5.6;1;7;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Average;Often;Often;Sometimes (1-2 times a week);Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
15:00:00;Absent;2.31;8.2;10;6;High;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Below Average
22:00:00;Present;1.08;7.4;1;4;Low;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Often;Always;Always;Major impact;Often (5-6 times a week);Sometimes (3-4 times a week);Sometimes (3-4 times a week);Extremely high stress;Below Average
19:00:00;Late;2.5;6.2;5;4;Low;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Sometimes;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
